+15,765,Þย 2์/๑,+10,766,Þย 2์/๑
+15,766,Þ 1์/๑,+11,765,Þ 1์/๑
+15,764,Þว 2์/๑,+12,763,Þว 2์/๑
+15,762,Þ 2์/๑,+9,761,Þ 2์/๑
+18,758,Þย 2์/๑,+13,758,Þย 2์/๑
+19,757,ย 1์/๑,+15,757,ย 1์/๑
+19,755,Þว 2์/๑,+15,754,Þว 2์/๑
+21,751,Þ 3์/๑,+17,750,Þ 3์/๑
+16,749,ว 2์/๑,+16,745,ว 2์/๑
+8,753,ั 1์/๑,+3,755,ั 1์/๑
+12,750,ย 3์/๑,+14,746,ย 3์/๑
+13,749,ว 2์/๑,+6,749,ว 2์/๑
+10,748,ว 2์/๑,+7,748,ว 2์/๑
+3,749,ว 2์/๑,+2,751,ว 2์/๑
+4,753,ว 2์/๑,-1,754,ว 2์/๑
+4,747,Þย 2์/๑,+7,745,Þย 2์/๑
+14,743,ว 2์/๑,+9,746,ว 2์/๑
+9,742,ย 1์/๑,+7,743,ย 1์/๑
+4,752,ัว 2์/๑,+1,756,ัว 2์/๑
+4,762,ั 2์/๑,+1,764,ั 2์/๑
+5,764,Þ 2์/๑,+2,764,Þ 2์/๑
+6,761,ย 2์/๑,+3,761,ย 2์/๑
+7,756,ย 2์/๑,+3,755,ย 2์/๑
+6,753,ย 1์/๑,+5,753,ย 1์/๑
+8,756,ัย 3์/๑,+5,757,ัย 3์/๑
+8,757,ย 2์/๑,+5,758,ย 2์/๑
+7,760,ย 2์/๑,+5,760,ย 2์/๑
+7,759,ย 1์/๑,+2,758,ย 1์/๑
+4,754,ว 1์/๑,+4,752,ว 1์/๑
+6,742,Þว 2์/๑,+5,740,Þว 2์/๑
+4,740,ัว 3์/๑,+3,743,ัว 3์/๑
+7,740,ว 3์/๑,+7,742,ว 3์/๑
+2,751,ว 3์/๑,0,751,ว 3์/๑
+1,747,ัว 2์/๑,0,748,ัว 2์/๑
+1,752,ัว 4์/๑,0,754,ัว 4์/๑
0,755,ว 3์/๑,-1,754,ว 3์/๑
0,756,ว 2์/๑,-1,755,ว 2์/๑
-5,760,ัย 2์/๑,-7,761,ัย 2์/๑
-7,767,ัย 2์/๑,-10,767,ัย 2์/๑
-8,770,ย 1์/๑,-9,770,ย 1์/๑
-6,773,ย 1์/๑,-12,773,ย 1์/๑
-6,773,ุ,-9,771,ุ
-5,767,Þ 2์/๑,-7,767,Þ 2์/๑
-5,765,Þ 2์/๑,-8,766,Þ 2์/๑
-6,767,ย 2์/๑,-8,766,ย 2์/๑
-6,763,ย 2์/๑,-6,761,ย 2์/๑
-5,755,ย 3์/๑,-5,754,ย 3์/๑
-1,752,Þ 2์/๑,-2,751,Þ 2์/๑
-3,749,ย 2์/๑,-4,749,ย 2์/๑
-4,752,ัว 1์/๑,-6,753,ัว 1์/๑
-5,756,Þ 1์/๑,-7,758,Þ 1์/๑
-1,762,Þย 2์/๑,-2,764,Þย 2์/๑
-2,770,ย 2์/๑,-6,772,ย 2์/๑
-9,773,ย 2์/๑,-10,773,ย 2์/๑
-7,771,ย 3์/๑,-8,771,ย 3์/๑
-13,770,ย 1์/๑,-15,770,ย 1์/๑
-12,770,ว 1์/๑,-16,770,ว 1์/๑
-11,770,ว 1์/๑,-16,770,ว 1์/๑
-12,771,ว 1์/๑,-15,771,ว 1์/๑
-13,772,ว 1์/๑,-13,772,ว 1์/๑
-6,769,ั 2์/๑,-7,768,ั 2์/๑
-5,767,ัว 3์/๑,-7,767,ัว 3์/๑
-7,767,ุ,-10,767,ุ
-8,767,ว 1์/๑,-9,767,ว 1์/๑
-14,768,ย 2์/๑,-16,768,ย 2์/๑
-10,769,Þย 1์/๑,-13,769,Þย 1์/๑
-15,768,ย 2์/๑,-17,767,ย 2์/๑
-14,765,ย 3์/๑,-15,764,ย 3์/๑
-13,762,ย 2์/๑,-13,761,ย 2์/๑
-8,757,Þย 2์/๑,-8,756,Þย 2์/๑
-7,754,Þว 1์/๑,-7,752,Þว 1์/๑
0,751,ว 1์/๑,-3,754,ว 1์/๑
-13,761,ัว 1์/๑,-15,764,ัว 1์/๑
-14,767,ย 1์/๑,-15,767,ย 1์/๑
-15,767,Þว 1์/๑,-17,767,Þว 1์/๑
-9,762,Þว 2์/๑,-10,761,Þว 2์/๑
-9,758,ว 1์/๑,-10,758,ว 1์/๑
-9,758,ว 1์/๑,-13,758,ว 1์/๑
-10,758,Þว 1์/๑,-13,758,Þว 1์/๑
-11,755,Þย 2์/๑,-8,752,Þย 2์/๑
-3,752,ว 2์/๑,-4,754,ว 2์/๑
-4,762,ุ,-9,763,ุ
-8,765,ัย 1์/๑,-9,765,ัย 1์/๑
-9,764,Þ 1์/๑,-9,764,Þ 1์/๑
-10,763,ย 2์/๑,-11,762,ย 2์/๑
-9,761,ย 2์/๑,-11,761,ย 2์/๑
-12,761,ย 3์/๑,-11,760,ย 3์/๑
-6,762,Þย 1์/๑,-5,764,Þย 1์/๑
-4,767,Þย 1์/๑,-3,767,Þย 1์/๑
-6,766,Þว 2์/๑,-9,766,Þว 2์/๑
-13,764,ย 3์/๑,-15,764,ย 3์/๑
-12,759,ย 3์/๑,-11,758,ย 3์/๑
-8,755,ย 4์/๑,-9,752,ย 4์/๑
-3,751,ย 2์/๑,-3,748,ย 2์/๑
-3,741,ว 3์/๑,-6,745,ว 3์/๑
-15,749,ั 2์/๑,-19,750,ั 2์/๑
-17,754,ย 2์/๑,-18,755,ย 2์/๑
-17,759,ย 3์/๑,-16,758,ย 3์/๑
-11,749,ย 3์/๑,-10,747,ย 3์/๑
-6,743,ัย 3์/๑,-6,740,ัย 3์/๑
-7,740,Þว 3์/๑,-5,739,Þว 3์/๑
-14,746,ว 2์/๑,-18,749,ว 2์/๑
-18,751,ว 1์/๑,-17,749,ว 1์/๑
-16,746,ว 2์/๑,-21,747,ว 2์/๑
-19,749,ว 2์/๑,-21,751,ว 2์/๑
-14,752,ว 3์/๑,-12,752,ว 3์/๑
-10,750,ว 2์/๑,-14,753,ว 2์/๑
-9,755,ย 2์/๑,-8,754,ย 2์/๑
+3,757,Þว 1์/๑,0,758,Þว 1์/๑
-2,759,Þย 2์/๑,-3,759,Þย 2์/๑
-7,758,Þย 2์/๑,-7,758,Þย 2์/๑
-7,756,Þย 2์/๑,-7,755,Þย 2์/๑
-7,751,ย 3์/๑,-7,749,ย 3์/๑
-3,745,Þย 1์/๑,-4,744,Þย 1์/๑
-3,746,ย 3์/๑,-2,746,ย 3์/๑
-3,747,ย 2์/๑,-3,744,ย 2์/๑
-2,752,ว 2์/๑,-4,754,ว 2์/๑
+1,749,ว 2์/๑,-4,751,ว 2์/๑
-6,751,ย 2์/๑,-5,749,ย 2์/๑
+2,744,Þ 2์/๑,+1,744,Þ 2์/๑
+1,735,Þย 3์/๑,+1,733,Þย 3์/๑
-10,736,ว 4์/๑,-14,738,ว 4์/๑
-18,740,ว 3์/๑,-19,741,ว 3์/๑
-19,747,ว 3์/๑,-21,751,ว 3์/๑
-17,757,ว 2์/๑,-17,756,ว 2์/๑
-15,752,ย 2์/๑,-16,753,ย 2์/๑
-10,752,ย 3์/๑,-9,751,ย 3์/๑
-6,750,ย 3์/๑,-4,749,ย 3์/๑
-1,743,Þย 2์/๑,-3,743,Þย 2์/๑
-10,744,ว 2์/๑,-15,747,ว 2์/๑
-15,750,ว 2์/๑,-19,752,ว 2์/๑
-16,757,ว 2์/๑,-20,758,ว 2์/๑
-16,756,ย 2์/๑,-19,755,ย 2์/๑
-13,750,ั 1์/๑,-19,752,ั 1์/๑
-15,750,ว 3์/๑,-18,751,ว 3์/๑
-15,757,ว 2์/๑,-22,758,ว 2์/๑
-16,757,ุ,-20,757,ุ
-17,752,ัว 2์/๑,-22,753,ัว 2์/๑
-24,756,ัว 3์/๑,-25,759,ัว 3์/๑
-19,761,ัว 3์/๑,-22,762,ัว 3์/๑
-19,757,Þย 1์/๑,-17,752,Þย 1์/๑
-13,749,ย 3์/๑,-12,743,ย 3์/๑
+3,735,Þว 2์/๑,-9,737,Þว 2์/๑
-12,743,ั 2์/๑,-12,746,ั 2์/๑
-9,752,ัว 2์/๑,-12,752,ัว 2์/๑
-3,741,Þว 3์/๑,-2,740,Þว 3์/๑
0,740,ัว 2์/๑,-3,743,ัว 2์/๑
-2,738,Þว 2์/๑,+1,738,Þว 2์/๑
-1,741,ัว 2์/๑,-7,745,ัว 2์/๑
-4,748,ัว 1์/๑,-7,747,ัว 1์/๑
-5,745,Þว 3์/๑,-7,743,Þว 3์/๑
-1,739,Þว 3์/๑,-2,740,Þว 3์/๑
-2,743,ัย 1์/๑,-7,743,ัย 1์/๑
-12,746,ัว 3์/๑,-16,749,ัว 3์/๑
-10,752,ว 4์/๑,-14,754,ว 4์/๑
-4,759,ว 1์/๑,-10,761,ว 1์/๑
-7,762,Þว 2์/๑,-13,761,Þว 2์/๑
-5,759,Þ 3์/๑,-9,759,Þ 3์/๑
-3,758,Þว 2์/๑,-10,759,Þว 2์/๑
-3,760,Þย 2์/๑,-8,759,Þย 2์/๑
-3,754,ย 4์/๑,-5,752,ย 4์/๑
0,743,ย 2์/๑,-1,743,ย 2์/๑
0,738,ั 2์/๑,-2,739,ั 2์/๑
-1,743,ัว 2์/๑,-2,744,ัว 2์/๑
0,743,Þว 2์/๑,-4,744,Þว 2์/๑
+1,744,Þ 2์/๑,0,745,Þ 2์/๑
+3,747,Þ 2์/๑,0,748,Þ 2์/๑
+2,749,ย 2์/๑,0,749,ย 2์/๑
+4,748,ัย 3์/๑,+2,748,ัย 3์/๑
+6,746,ย 2์/๑,-1,746,ย 2์/๑
+5,746,ัว 1์/๑,+3,749,ัว 1์/๑
+4,754,ัย 3์/๑,+2,756,ัย 3์/๑
+6,761,ย 2์/๑,+3,761,ย 2์/๑
+9,764,ัว 1์/๑,-2,763,ัว 1์/๑
+5,759,Þว 4์/๑,+3,757,Þว 4์/๑
+6,752,Þว 3์/๑,+6,751,Þว 3์/๑
+9,748,Þ 1์/๑,+2,747,Þ 1์/๑
+7,742,Þย 2์/๑,+3,741,Þย 2์/๑
+6,742,ัว 2์/๑,+2,744,ัว 2์/๑
+8,746,Þว 2์/๑,+4,747,Þว 2์/๑
+2,743,ย 4์/๑,+2,741,ย 4์/๑
+8,747,ว 1์/๑,+5,749,ว 1์/๑
+13,747,Þย 2์/๑,+9,749,Þย 2์/๑
+5,753,ั 2์/๑,+2,755,ั 2์/๑
+16,753,ย 2์/๑,+15,753,ย 2์/๑
+19,758,Þย 2์/๑,+11,759,Þย 2์/๑
+22,762,ย 1์/๑,+18,763,ย 1์/๑
+23,762,Þ 2์/๑,+17,761,Þ 2์/๑
+21,757,Þย 3์/๑,+17,755,Þย 3์/๑
+24,752,ย 2์/๑,+17,752,ย 2์/๑
+25,751,ั 1์/๑,+17,752,ั 1์/๑
+22,752,ย 3์/๑,+16,752,ย 3์/๑
+18,751,ัย 3์/๑,+14,752,ัย 3์/๑
+12,754,ย 4์/๑,+7,756,ย 4์/๑
+12,758,Þย 4์/๑,+8,757,Þย 4์/๑
+3,756,ย 3์/๑,+3,756,ย 3์/๑
+11,756,Þย 3์/๑,+6,758,Þย 3์/๑
+15,754,ย 2์/๑,+9,753,ย 2์/๑
+10,746,Þย 1์/๑,+9,745,Þย 1์/๑
+8,749,Þว 3์/๑,+8,749,Þว 3์/๑
+15,749,ว 3์/๑,+9,749,ว 3์/๑
+8,746,Þว 2์/๑,+7,746,Þว 2์/๑
+12,748,Þว 5์/๑,+7,749,Þว 5์/๑
+14,752,ว 3์/๑,+10,753,ว 3์/๑
+16,755,ว 2์/๑,+14,753,ว 2์/๑
+16,749,Þ 2์/๑,+16,747,Þ 2์/๑
+18,751,ว 2์/๑,+14,752,ว 2์/๑
+24,749,Þ 2์/๑,+20,747,Þ 2์/๑
+26,740,Þว 3์/๑,+16,740,Þว 3์/๑
+11,745,ว 3์/๑,+11,747,ว 3์/๑
+21,751,ว 3์/๑,+17,750,ว 3์/๑
+22,749,Þว 3์/๑,+18,749,Þว 3์/๑
+22,749,ว 2์/๑,+18,749,ว 2์/๑
+25,747,Þ 3์/๑,+20,748,Þ 3์/๑
+26,750,ย 2์/๑,+21,752,ย 2์/๑
+25,756,ย 3์/๑,+18,757,ย 3์/๑
+23,756,Þย 3์/๑,+20,756,Þย 3์/๑
+28,755,ย 3์/๑,+23,754,ย 3์/๑
+32,753,Þ 4์/๑,+26,753,Þ 4์/๑
+33,753,Þ 2์/๑,+27,752,Þ 2์/๑
+33,751,Þว 3์/๑,+21,751,Þว 3์/๑
+33,750,Þ 2์/๑,+22,750,Þ 2์/๑
+33,749,ัว 2์/๑,+26,748,ัว 2์/๑
+31,748,ย 2์/๑,+25,748,ย 2์/๑
+19,748,ย 2์/๑,+18,746,ย 2์/๑
+26,750,ว 2์/๑,+24,750,ว 2์/๑
+34,746,Þว 3์/๑,+25,748,Þว 3์/๑
+35,746,Þ 2์/๑,+31,746,Þ 2์/๑
+24,749,ัว 3์/๑,+22,749,ัว 3์/๑
+24,748,ัว 3์/๑,+16,750,ัว 3์/๑
+23,752,ั 2์/๑,+18,752,ั 2์/๑
+24,753,ั 1์/๑,+20,752,ั 1์/๑
+29,748,ัย 2์/๑,+25,746,ัย 2์/๑
+26,743,ย 1์/๑,+21,742,ย 1์/๑
+28,741,ว 2์/๑,+21,743,ว 2์/๑
+16,746,ัย 3์/๑,+15,746,ัย 3์/๑
+23,746,ัว 2์/๑,+20,746,ัว 2์/๑
+21,747,ั 2์/๑,+15,748,ั 2์/๑
+19,746,ัย 2์/๑,+19,747,ัย 2์/๑
+13,750,ย 4์/๑,+12,752,ย 4์/๑
+22,752,ย 3์/๑,+17,752,ย 3์/๑
+25,748,ย 2์/๑,+21,748,ย 2์/๑
+26,746,ย 2์/๑,+17,746,ย 2์/๑
+28,745,ั 1์/๑,+18,745,ั 1์/๑
+28,744,ัว 1์/๑,+22,745,ัว 1์/๑
+22,746,ัย 2์/๑,+17,748,ัย 2์/๑
+25,747,ย 2์/๑,+17,748,ย 2์/๑
+21,747,ว 2์/๑,+20,747,ว 2์/๑
+27,748,Þย 1์/๑,+22,749,Þย 1์/๑
+29,749,ัย 2์/๑,+20,749,ัย 2์/๑
+29,747,ย 2์/๑,+25,746,ย 2์/๑
+29,744,Þว 3์/๑,+25,745,Þว 3์/๑
+25,749,ัว 2์/๑,+18,752,ัว 2์/๑
+22,755,ั 3์/๑,+18,757,ั 3์/๑
+25,756,Þว 3์/๑,+22,755,Þว 3์/๑
+31,753,ัว 2์/๑,+23,753,ัว 2์/๑
+32,754,ว 2์/๑,+23,754,ว 2์/๑
+33,754,Þว 2์/๑,+25,753,Þว 2์/๑
+34,752,ัว 2์/๑,+26,752,ัว 2์/๑
+26,752,ัว 1์/๑,+24,751,ัว 1์/๑
+34,749,Þว 1์/๑,+21,749,Þว 1์/๑
+35,746,ัว 2์/๑,+27,747,ัว 2์/๑
+33,747,ว 1์/๑,+29,747,ว 1์/๑
+34,747,ว 2์/๑,+31,746,ว 2์/๑
+36,743,ย 3์/๑,+30,742,ย 3์/๑
+31,744,ว 3์/๑,+20,744,ว 3์/๑
+28,744,ว 2์/๑,+22,744,ว 2์/๑
+26,743,Þว 1์/๑,+22,743,Þว 1์/๑
+29,743,ัว 1์/๑,+24,743,ัว 1์/๑
+27,743,ั 2์/๑,+22,744,ั 2์/๑
+22,746,ัย 2์/๑,+21,747,ัย 2์/๑
+26,747,ย 2์/๑,+23,749,ย 2์/๑
+27,752,ัย 3์/๑,+23,752,ัย 3์/๑
+29,750,ั 2์/๑,+26,750,ั 2์/๑
+32,749,ั 2์/๑,+27,749,ั 2์/๑
+33,746,ัว 2์/๑,+23,746,ัว 2์/๑
+27,746,ั 2์/๑,+22,748,ั 2์/๑
+26,749,ั 3์/๑,+23,750,ั 3์/๑
+30,748,ัว 2์/๑,+23,748,ัว 2์/๑
+30,748,ั 1์/๑,+25,748,ั 1์/๑
+30,744,ย 1์/๑,+21,744,ย 1์/๑
+32,743,Þว 1์/๑,+27,744,Þว 1์/๑
+33,743,ว 2์/๑,+28,743,ว 2์/๑
+34,743,ว 2์/๑,+26,743,ว 2์/๑
+25,742,ว 5์/๑,+22,742,ว 5์/๑
+30,742,ว 2์/๑,+26,741,ว 2์/๑
+21,739,ัว 3์/๑,+19,740,ัว 3์/๑
+24,741,ั 1์/๑,+20,742,ั 1์/๑
+26,744,ัว 3์/๑,+21,747,ัว 3์/๑
+23,753,ัว 2์/๑,+20,754,ัว 2์/๑
+24,755,ว 2์/๑,+18,754,ว 2์/๑
+27,750,ว 3์/๑,+23,749,ว 3์/๑
+26,749,ัว 2์/๑,+22,749,ัว 2์/๑
+23,746,ย 1์/๑,+23,744,ย 1์/๑
+29,743,ว 3์/๑,+24,744,ว 3์/๑
+30,743,Þว 3์/๑,+25,746,Þว 3์/๑
+32,748,Þว 3์/๑,+23,748,Þว 3์/๑
+34,748,Þว 2์/๑,+27,748,Þว 2์/๑
+37,746,Þว 2์/๑,+27,746,Þว 2์/๑
+34,745,ว 2์/๑,+25,746,ว 2์/๑
+27,749,ัว 2์/๑,+22,749,ัว 2์/๑
+28,749,ว 2์/๑,+23,750,ว 2์/๑
+30,750,ย 1์/๑,+25,751,ย 1์/๑
,,,+28,753,ุ
+30,753,ว 2์/๑,+27,752,ว 2์/๑
+32,751,ัว 2์/๑,+27,751,ัว 2์/๑
+30,750,ัย 3์/๑,+24,751,ัย 3์/๑
+32,752,Þย 2์/๑,+26,752,Þย 2์/๑
+32,752,Þ 2์/๑,+27,752,Þ 2์/๑
+32,751,Þ 2์/๑,+23,751,Þ 2์/๑
+28,752,ย 2์/๑,+25,751,ย 2์/๑
+35,750,Þว 2์/๑,+25,751,Þว 2์/๑
+34,751,ว 2์/๑,+30,750,ว 2์/๑
+34,749,ว 2์/๑,+25,749,ว 2์/๑
+38,749,ัว 2์/๑,+32,749,ัว 2์/๑
+39,749,Þย 1์/๑,+31,749,Þย 1์/๑
+38,749,Þ 2์/๑,+32,749,Þ 2์/๑
+35,747,Þว 3์/๑,+28,749,Þว 3์/๑
+29,750,ัว 2์/๑,+21,750,ัว 2์/๑
+35,746,ย 1์/๑,+29,746,ย 1์/๑
+26,747,ัว 4์/๑,+21,749,ัว 4์/๑
+26,750,ั 2์/๑,+20,752,ั 2์/๑
+25,752,ั 2์/๑,+19,752,ั 2์/๑
+23,751,ัย 2์/๑,+19,752,ัย 2์/๑
+22,752,ัว 2์/๑,+17,752,ัว 2์/๑
+24,753,ว 2์/๑,+16,753,ว 2์/๑
+28,750,ว 2์/๑,+20,749,ว 2์/๑
+30,744,Þว 3์/๑,+24,742,Þว 3์/๑
+17,741,Þ 1์/๑,+16,739,Þ 1์/๑
+16,734,ว 1์/๑,+13,735,ว 1์/๑
+14,740,ว 3์/๑,+11,743,ว 3์/๑
+15,749,Þว 3์/๑,+11,751,Þว 3์/๑
+13,752,ั 1์/๑,+8,754,ั 1์/๑
+15,755,ว 3์/๑,+11,755,ว 3์/๑
+17,752,ว 3์/๑,+13,752,ว 3์/๑
+16,746,ว 4์/๑,+17,746,ว 4์/๑
+16,745,ว 1์/๑,+11,748,ว 1์/๑
+16,752,ั 2์/๑,+8,753,ั 2์/๑
+21,750,Þว 2์/๑,+16,749,Þว 2์/๑
+24,747,ว 2์/๑,+20,746,ว 2์/๑
+25,743,ว 3์/๑,+17,743,ว 3์/๑
+17,743,ว 4์/๑,+11,744,ว 4์/๑
+13,746,ว 3์/๑,+9,747,ว 3์/๑
+9,749,ว 2์/๑,+8,749,ว 2์/๑
+11,752,ัว 3์/๑,+7,755,ัว 3์/๑
+12,756,ั 1์/๑,+7,756,ั 1์/๑
+13,756,ย 2์/๑,+10,756,ย 2์/๑
+11,752,ย 4์/๑,+11,751,ย 4์/๑
+10,752,ย 2์/๑,+9,752,ย 2์/๑
+9,753,ย 3์/๑,+10,751,ย 3์/๑
+8,749,ย 2์/๑,+9,746,ย 2์/๑
+14,744,ั 1์/๑,+9,745,ั 1์/๑
+15,743,ย 1์/๑,+12,741,ย 1์/๑
+12,744,ย 3์/๑,+9,748,ย 3์/๑
+10,754,ัย 4์/๑,+6,756,ัย 4์/๑
+9,758,ัย 3์/๑,+8,759,ัย 3์/๑
+10,759,ว 1์/๑,+8,760,ว 1์/๑
+13,761,ว 2์/๑,+10,761,ว 2์/๑
+11,761,ั 1์/๑,+8,761,ั 1์/๑
+10,761,ั 1์/๑,+9,762,ั 1์/๑
+11,764,ัย 2์/๑,+6,766,ัย 2์/๑
+9,770,Þ 1์/๑,+6,770,Þ 1์/๑
+9,770,ั 1์/๑,+7,769,ั 1์/๑
+10,770,ว 2์/๑,+3,770,ว 2์/๑
+13,767,ว 2์/๑,+4,765,ว 2์/๑
+14,761,ั 2์/๑,+6,761,ั 2์/๑
+14,760,ัว 1์/๑,+5,760,ัว 1์/๑
+12,759,ว 1์/๑,+4,758,ว 1์/๑
+14,758,ย 1์/๑,+10,758,ย 1์/๑
+16,758,Þย 2์/๑,+9,759,Þย 2์/๑
+14,757,Þย 2์/๑,+11,755,Þย 2์/๑
+10,754,ว 3์/๑,+7,755,ว 3์/๑
+11,755,ว 2์/๑,+6,755,ว 2์/๑
+11,752,ุ,+9,750,ุ
+9,745,ย 2์/๑,+9,743,ย 2์/๑
+7,746,ัว 1์/๑,+5,746,ัว 1์/๑
+4,749,ัว 3์/๑,+3,752,ัว 3์/๑
+3,744,Þว 3์/๑,,,
+9,748,ว 2์/๑,+6,749,ว 2์/๑
+4,752,ัว 2์/๑,+1,756,ัว 2์/๑
+3,757,Þว 3์/๑,+2,757,Þว 3์/๑
+8,753,Þว 2์/๑,+5,752,Þว 2์/๑
+8,749,Þว 2์/๑,+4,749,Þว 2์/๑
+2,758,ัว 1์/๑,+1,759,ัว 1์/๑
+7,757,ว 2์/๑,+7,758,ว 2์/๑
+11,756,ว 2์/๑,+7,756,ว 2์/๑
+10,755,ว 2์/๑,+7,754,ว 2์/๑
+6,758,ย 2์/๑,+6,759,ย 2์/๑
+2,764,ย 2์/๑,-1,765,ย 2์/๑
+1,767,ย 2์/๑,+2,766,ย 2์/๑
+2,765,Þย 1์/๑,+2,764,Þย 1์/๑
+6,756,Þ 2์/๑,+5,753,Þ 2์/๑
+6,747,Þว 3์/๑,+4,751,Þว 3์/๑
+5,750,Þย 2์/๑,+6,747,Þย 2์/๑
+8,744,ว 2์/๑,+4,746,ว 2์/๑
-3,757,ัว 2์/๑,-4,760,ัว 2์/๑
-1,757,Þว 2์/๑,-1,752,Þว 2์/๑
0,747,Þ 2์/๑,-1,743,Þ 2์/๑
-1,745,ัว 2์/๑,0,750,ัว 2์/๑
0,757,ัว 2์/๑,-4,757,ัว 2์/๑
-5,755,ัย 1์/๑,-9,759,ัย 1์/๑
-5,756,Þว 3์/๑,-3,752,Þว 3์/๑
0,753,ุ,-1,755,ุ
0,758,Þว 1์/๑,-2,755,Þว 1์/๑
-3,751,Þย 2์/๑,-1,747,Þย 2์/๑
0,734,Þ 2์/๑,0,728,Þ 2์/๑
+1,731,ว 2์/๑,+1,734,ว 2์/๑
+1,737,Þว 2์/๑,-1,741,Þว 2์/๑
-4,748,ว 2์/๑,-7,749,ว 2์/๑
-7,752,Þว 1์/๑,-10,751,Þว 1์/๑
-1,747,Þว 3์/๑,-1,751,Þว 3์/๑
+1,754,Þว 2์/๑,-1,755,Þว 2์/๑
-1,756,Þย 1์/๑,-5,755,Þย 1์/๑
-1,750,Þย 2์/๑,-1,751,Þย 2์/๑
+1,751,ย 2์/๑,0,749,ย 2์/๑
+2,735,Þ 2์/๑,+4,735,Þ 2์/๑
+2,729,ย 1์/๑,0,732,ย 1์/๑
-1,741,Þว 2์/๑,-2,743,Þว 2์/๑
+2,746,Þว 2์/๑,+3,749,Þว 2์/๑
+4,744,Þ 2์/๑,+1,746,Þ 2์/๑
-2,750,ุ,-3,751,ุ
-4,757,ัย 1์/๑,-4,759,ัย 1์/๑
-10,762,ย 3์/๑,-12,762,ย 3์/๑
0,758,ย 1์/๑,0,758,ย 1์/๑
-2,754,ย 3์/๑,-2,754,ย 3์/๑
-2,755,ั 2์/๑,-3,758,ั 2์/๑
-7,762,ัย 1์/๑,-8,764,ัย 1์/๑
-4,769,ย 1์/๑,-6,769,ย 1์/๑
-7,767,ย 2์/๑,-7,767,ย 2์/๑
-4,761,Þ 2์/๑,-4,761,Þ 2์/๑
-5,757,Þ 1์/๑,-4,755,Þ 1์/๑
-3,749,Þว 1์/๑,-2,747,Þว 1์/๑
-2,746,Þว 1์/๑,-2,747,Þว 1์/๑
-2,743,ย 1์/๑,-3,740,ย 1์/๑
-3,737,Þว 2์/๑,-4,736,Þว 2์/๑
0,734,Þว 1์/๑,0,737,Þว 1์/๑
-2,739,ว 1์/๑,-6,740,ว 1์/๑
-13,743,ย 1์/๑,-15,743,ย 1์/๑
-19,748,ว 1์/๑,-21,750,ว 1์/๑
-21,755,Þว 1์/๑,-22,755,Þว 1์/๑
-13,751,ย 4์/๑,-6,745,ย 4์/๑
-7,745,ุ,-14,746,ุ
-11,750,ว 2์/๑,-14,752,ว 2์/๑
-15,757,ุ,-18,758,ุ
-20,762,Þย 1์/๑,-20,762,Þย 1์/๑
-12,757,ย 2์/๑,-11,756,ย 2์/๑
-8,751,ย 2์/๑,-8,749,ย 2์/๑
-4,743,Þ 1์/๑,-3,740,Þ 1์/๑
-3,734,ว 2์/๑,-8,739,ว 2์/๑
-11,740,ว 2์/๑,-16,740,ว 2์/๑
-15,741,ย 2์/๑,-14,743,ย 2์/๑
-16,749,ว 1์/๑,-19,748,ว 1์/๑
-7,741,ย 2์/๑,0,737,ย 2์/๑
0,739,Þว 2์/๑,0,740,Þว 2์/๑
-8,753,ว 2์/๑,-11,758,ว 2์/๑
-11,762,ย 2์/๑,-15,761,ย 2์/๑
-12,755,ย 2์/๑,-12,754,ย 2์/๑
-8,752,ย 1์/๑,-8,753,ย 1์/๑
-7,755,ย 2์/๑,-8,755,ย 2์/๑
-9,749,ย 3์/๑,-8,744,ย 3์/๑
-15,728,Þ 2์/๑,-10,722,Þ 2์/๑
-10,719,ัว 3์/๑,-13,726,ัว 3์/๑
-6,736,ว 2์/๑,-6,740,ว 2์/๑
-6,743,Þว 2์/๑,-7,742,Þว 2์/๑
-2,744,Þ 2์/๑,-2,747,Þ 2์/๑
-5,749,Þย 2์/๑,-6,751,Þย 2์/๑
-9,752,ย 1์/๑,-11,752,ย 1์/๑
-11,752,ย 1์/๑,-13,753,ย 1์/๑
-7,754,ย 3์/๑,-7,755,ย 3์/๑
-10,761,ย 3์/๑,-10,761,ย 3์/๑
-11,763,ย 2์/๑,-13,763,ย 2์/๑
-14,758,ย 2์/๑,-16,755,ย 2์/๑
-11,750,Þว 1์/๑,-12,751,Þว 1์/๑
-8,753,ุ,-7,753,ุ
-7,751,ย 2์/๑,-8,749,ย 2์/๑
-12,747,ย 1์/๑,-13,746,ย 1์/๑
-2,740,ย 1์/๑,-4,742,ย 1์/๑
-3,745,ย 3์/๑,-2,745,ย 3์/๑
0,744,Þ 2์/๑,-2,745,Þ 2์/๑
-2,750,Þ 1์/๑,0,750,Þ 1์/๑
0,748,Þ 2์/๑,0,747,Þ 2์/๑
-2,742,ย 2์/๑,-4,741,ย 2์/๑
-4,741,ุ,-4,742,ุ
-3,743,ว 1์/๑,-4,744,ว 1์/๑
-5,747,ว 1์/๑,-7,749,ว 1์/๑
-5,751,Þ 1์/๑,-5,751,Þ 1์/๑
-2,751,Þย 2์/๑,-4,752,Þย 2์/๑
-6,746,ย 3์/๑,-6,745,ย 3์/๑
-1,746,ว 2์/๑,-1,746,ว 2์/๑
+1,748,ว 1์/๑,-4,749,ว 1์/๑
